attempt_id,job_id,pool_id,attempt_num,queued_at,started_at,ended_at,status,cpu_ms,mem_peak_mb,error_code
A0863,J0508,P07,1,2024-06-25 12:58:26,2024-06-25 12:58:27,2024-06-25 12:58:35,OK,11301,260.1,
A0864,J0509,P07,1,2024-06-22 04:58:08,2024-06-22 04:58:09,2024-06-22 04:58:20,OK,13960,225.3,
A0865,J0510,P03,1,2024-06-17 04:57:12,2024-06-17 04:57:13,2024-06-17 04:58:30,TIMEOUT,79325,427.4,E100
A0866,J0510,P03,2,2024-06-17 04:58:34,2024-06-17 04:58:37,2024-06-17 04:58:42,OK,7504,408.0,
A0867,J0511,P02,1,2024-06-02 16:40:23,2024-06-02 16:40:23,2024-06-02 16:40:32,OK,11726,125.5,
A0868,J0512,P01,1,2024-06-18 07:19:01,2024-06-18 07:19:02,2024-06-18 07:19:11,OK,7899,77.5,
A0869,J0513,P10,1,2024-06-11 18:28:54,2024-06-11 18:28:55,2024-06-11 18:29:00,OK,6401,41.5,
A0870,J0514,P11,1,2024-06-18 04:17:26,2024-06-18 04:17:28,2024-06-18 04:17:33,OK,7314,63.6,
A0871,J0515,P11,1,2024-06-03 00:17:41,2024-06-03 00:17:42,2024-06-03 00:17:47,FAIL,4490,178.6,E002
A0872,J0515,P12,2,2024-06-03 00:18:04,2024-06-03 00:18:04,2024-06-03 00:18:17,FAIL,15667,275.1,E003
A0873,J0515,P10,3,2024-06-03 00:18:25,2024-06-03 00:18:28,2024-06-03 00:18:34,FAIL,5750,462.9,E001
A0874,J0515,P10,4,2024-06-03 00:18:40,2024-06-03 00:18:41,2024-06-03 00:18:48,OK,11284,129.4,
A0875,J0516,P11,1,2024-06-25 20:58:10,2024-06-25 20:58:12,2024-06-25 20:58:21,OK,7273,229.6,
A0876,J0517,P11,1,2024-04-15 14:29:15,2024-04-15 14:29:18,2024-04-15 14:29:37,FAIL,15955,330.9,E001
A0877,J0517,P10,2,2024-04-15 14:29:57,2024-04-15 14:29:57,2024-04-15 14:29:57,REJECT,0,0.0,E200
A0878,J0517,P12,3,2024-04-15 14:30:02,2024-04-15 14:30:05,2024-04-15 14:30:07,OK,2782,318.4,
A0879,J0518,P11,1,2024-06-05 15:40:10,2024-06-05 15:40:11,2024-06-05 15:40:17,FAIL,9817,343.6,E002
A0880,J0518,P12,2,2024-06-05 15:40:28,2024-06-05 15:40:30,2024-06-05 15:40:34,OK,4059,44.1,
A0881,J0519,P10,1,2024-06-06 17:50:15,2024-06-06 17:50:15,2024-06-06 17:50:22,OK,13940,364.7,
A0882,J0520,P12,1,2024-06-05 04:59:13,2024-06-05 04:59:13,2024-06-05 04:59:13,REJECT,0,0.0,E200
A0883,J0520,P10,2,2024-06-05 04:59:19,2024-06-05 04:59:20,,TIMEOUT,,51.4,E100
A0884,J0521,P09,1,2024-03-18 11:49:24,2024-03-18 11:49:26,2024-03-18 11:49:36,FAIL,11271,448.1,E003
A0885,J0521,P09,2,2024-03-18 11:49:41,2024-03-18 11:49:42,2024-03-18 11:49:57,FAIL,15542,,E006
A0886,J0521,P07,3,2024-03-18 11:50:04,2024-03-18 11:50:06,2024-03-18 11:50:24,FAIL,24014,389.3,
A0887,J0522,P09,1,2024-06-21 12:41:54,2024-06-21 12:41:54,2024-06-21 12:42:00,OK,8183,308.4,
A0888,J0523,P07,1,2024-06-13 15:54:30,2024-06-13 15:54:32,2024-06-13 15:54:36,FAIL,4847,342.4,E006
A0889,J0523,P07,2,2024-06-13 15:54:55,2024-06-13 15:54:57,2024-06-13 15:55:08,OK,12578,460.2,
A0890,J0524,P08,1,2024-06-27 23:24:19,2024-06-27 23:24:21,2024-06-27 23:24:35,FAIL,27578,446.2,E006
A0891,J0524,P07,2,2024-06-27 23:24:39,2024-06-27 23:24:40,2024-06-27 23:24:50,OK,14131,218.3,
A0892,J0525,P08,1,2024-06-27 23:34:41,2024-06-27 23:34:42,2024-06-27 23:34:45,OK,4794,301.9,
A0893,J0526,P04,1,2024-06-13 11:50:52,2024-06-13 11:50:54,2024-06-13 11:51:04,OK,15991,370.0,
A0894,J0527,P05,1,2024-06-27 23:47:09,2024-06-27 23:47:09,2024-06-27 23:47:09,REJECT,0,0.0,E200
A0895,J0527,P06,2,2024-06-27 23:47:21,2024-06-27 23:47:21,2024-06-27 23:47:21,REJECT,0,0.0,E200
A0896,J0527,P05,3,2024-06-27 23:47:25,2024-06-27 23:47:26,2024-06-27 23:49:50,TIMEOUT,182896,397.4,E100
A0897,J0527,P06,4,2024-06-27 23:50:08,2024-06-27 23:50:09,2024-06-27 23:51:54,TIMEOUT,79479,141.5,E100
A0898,J0528,P04,1,2024-06-27 03:39:53,2024-06-27 03:39:55,2024-06-27 03:39:57,OK,3807,54.2,
