reading_id,station_id,sample_date,ph,turbidity_ntu,chlorine_mg_l,lead_ppb,coliform_count,flow_rate_lpm
R-00335,WQ-003,2024-03-08,7.57,0.39,1.65,10.93,18.0,160.9
R-00336,WQ-003,2024-03-09,7.7,0.09,1.37,10.67,18.0,240.1
R-00337,WQ-003,2024-03-10,7.2,0.11,1.41,11.58,17.0,233.1
R-00338,WQ-003,2024-03-11,7.24,1.14,1.65,13.28,4.0,193.2
R-00339,WQ-003,2024-03-12,6.54,1.92,1.44,17.2,18.0,172.9
R-00340,WQ-003,2024-03-14,7.13,0.04,2.17,17.98,5.0,152.9
R-00341,WQ-003,2024-03-15,,1.83,0.46,9.17,11.0,182.7
R-00342,WQ-003,2024-03-16,7.1,0.13,1.77,14.18,14.0,276.4
R-00343,WQ-003,2024-03-18,7.02,1.54,0.54,13.57,10.0,204.8
R-00344,WQ-003,2024-03-19,7.31,0.03,1.75,15.77,12.0,106.2
R-00345,WQ-003,2024-03-20,7.29,0.66,0.74,9.51,12.0,272.9
R-00346,WQ-003,2024-03-21,7.24,0.33,0.94,13.62,8.0,204.5
R-00347,WQ-003,2024-03-23,7.55,0.03,1.16,15.08,8.0,282.2
R-00348,WQ-003,2024-03-24,7.19,0.09,1.3,11.05,13.0,231.7
R-00349,WQ-003,2024-03-26,7.04,0.48,1.46,10.63,11.0,138.2
R-00350,WQ-003,2024-03-27,6.96,0.27,1.21,11.11,6.0,307.4
R-00351,WQ-003,2024-03-28,7.48,0.66,1.33,9.1,13.0,268.5
R-00352,WQ-003,2024-03-30,7.04,1.84,1.12,14.57,13.0,215.9
R-00353,WQ-003,2024-03-31,7.17,0.51,1.4,,15.0,180.6
R-00354,WQ-003,2024-04-02,6.99,0.62,1.42,14.5,14.0,238.0
R-00355,WQ-003,2024-04-04,7.39,0.05,1.82,16.66,12.0,267.6
R-00356,WQ-003,2024-04-05,7.27,1.13,2.12,13.27,3.0,123.5
R-00357,WQ-003,2024-04-06,7.71,0.43,1.9,14.01,17.0,187.8
R-00358,WQ-003,2024-04-07,7.58,0.7,1.65,15.17,12.0,215.6
R-00359,WQ-003,2024-04-08,7.13,1.4,1.63,15.44,11.0,200.6
R-00360,WQ-003,2024-04-09,6.65,0.21,1.31,13.97,14.0,151.7
R-00361,WQ-003,2024-04-10,6.91,0.16,1.89,,24.0,176.1
R-00362,WQ-003,2024-04-11,6.99,0.61,0.55,17.29,4.0,175.2
R-00363,WQ-003,2024-04-12,6.71,0.26,1.74,12.12,14.0,205.5
R-00364,WQ-003,2024-04-13,6.34,0.68,1.52,19.57,10.0,227.9
R-00365,WQ-003,2024-04-14,7.95,0.21,1.48,14.03,4.0,213.8
R-00366,WQ-003,2024-04-15,7.61,,0.76,14.08,4.0,244.6
R-00367,WQ-003,2024-04-16,7.52,0.7,1.58,11.34,17.0,195.4
R-00368,WQ-003,2024-04-18,7.11,0.31,2.28,9.28,6.0,213.6
R-00369,WQ-003,2024-04-19,7.83,3.28,0.9,18.59,13.0,238.0
R-00370,WQ-003,2024-04-21,7.02,0.2,1.98,11.05,8.0,123.6
R-00371,WQ-003,2024-04-25,7.14,0.25,1.31,,19.0,205.1
R-00372,WQ-003,2024-04-26,6.89,1.16,1.87,16.8,17.0,170.5
R-00373,WQ-003,2024-04-27,6.7,0.51,1.7,16.87,14.0,208.5
R-00374,WQ-003,2024-04-28,7.88,0.24,1.06,12.19,14.0,194.6
R-00375,WQ-003,2024-04-29,7.02,0.6,2.34,11.59,14.0,193.8
R-00376,WQ-003,2024-05-01,6.66,0.5,1.62,12.0,13.0,161.2
R-00377,WQ-003,2024-05-03,,0.1,1.83,17.67,14.0,130.1
R-00378,WQ-003,2024-05-04,7.15,1.38,2.03,12.38,12.0,266.1
R-00379,WQ-003,2024-05-05,7.26,0.3,1.74,14.69,1.0,196.6
R-00380,WQ-003,2024-05-06,7.1,0.03,1.9,11.59,12.0,213.2
R-00381,WQ-003,2024-05-07,6.79,0.09,1.59,17.54,15.0,189.4
R-00382,WQ-003,2024-05-08,6.59,0.71,1.54,17.28,3.0,170.3
R-00383,WQ-003,2024-05-09,7.03,0.11,1.04,15.4,21.0,142.7
R-00384,WQ-003,2024-05-10,7.57,0.82,1.58,15.56,8.0,196.0
R-00385,WQ-003,2024-05-11,7.46,0.13,1.5,11.35,19.0,223.6
R-00386,WQ-003,2024-05-12,7.36,0.67,1.63,14.88,8.0,190.6
R-00387,WQ-003,2024-05-13,7.02,0.08,1.13,12.94,6.0,267.9
R-00388,WQ-003,2024-05-14,7.36,0.9,1.91,16.92,11.0,273.4
R-00389,WQ-003,2024-05-17,7.42,0.09,1.24,9.9,3.0,276.2
R-00390,WQ-003,2024-05-18,6.62,0.23,1.45,11.12,16.0,188.1
R-00391,WQ-003,2024-05-19,6.88,0.73,2.19,15.3,9.0,187.8
R-00392,WQ-003,2024-05-22,6.95,0.28,1.39,13.24,9.0,175.1
R-00393,WQ-003,2024-05-23,7.26,2.11,1.11,12.62,8.0,288.8
R-00394,WQ-003,2024-05-24,7.36,1.35,2.05,19.19,,184.2
R-00395,WQ-003,2024-05-25,,,1.16,17.11,9.0,
R-00396,WQ-003,2024-05-26,7.32,1.01,2.17,9.93,14.0,179.4
R-00397,WQ-003,2024-05-27,7.0,0.18,0.33,14.53,26.0,199.6
R-00398,WQ-003,2024-05-28,7.02,0.5,1.61,20.65,15.0,191.4
R-00399,WQ-003,2024-05-29,7.03,0.42,1.31,6.13,6.0,227.9
R-00400,WQ-003,2024-05-30,7.49,1.2,1.91,10.48,8.0,278.2
R-00401,WQ-003,2024-05-31,6.77,0.02,1.31,,11.0,136.4
R-00402,WQ-003,2024-06-01,7.28,1.17,1.34,13.72,20.0,262.2
R-00403,WQ-003,2024-06-02,,0.27,1.64,10.47,,206.3
R-00404,WQ-003,2024-06-04,7.49,1.38,1.51,14.63,10.0,184.8
R-00405,WQ-003,2024-06-06,6.96,0.79,1.51,14.39,9.0,45.0
R-00406,WQ-003,2024-06-07,7.31,0.08,1.73,14.75,8.0,181.5
R-00407,WQ-003,2024-06-09,7.28,0.11,1.91,16.39,12.0,251.5
R-00408,WQ-003,2024-06-11,6.91,0.51,1.98,13.7,2.0,198.3
R-00409,WQ-003,2024-06-12,7.17,0.15,1.61,13.59,23.0,197.4
R-00410,WQ-003,2024-06-13,7.75,1.14,1.76,11.97,18.0,153.5
R-00411,WQ-003,2024-06-15,6.92,1.89,1.96,13.96,12.0,157.7
R-00412,WQ-003,2024-06-16,7.27,0.89,1.74,12.59,,231.0
R-00413,WQ-003,2024-06-17,7.26,1.29,1.74,15.44,0.0,171.9
R-00414,WQ-003,2024-06-18,7.96,0.03,1.85,12.57,8.0,247.4
R-00415,WQ-003,2024-06-19,7.04,1.45,1.56,14.7,,137.8
R-00416,WQ-003,2024-06-20,6.9,0.28,1.9,11.44,14.0,268.7
R-00417,WQ-003,2024-06-22,6.95,0.41,1.01,11.1,18.0,187.3
R-00418,WQ-003,2024-06-23,7.0,0.17,1.18,18.0,3.0,186.3
R-00419,WQ-003,2024-06-24,7.7,1.13,,16.65,12.0,232.6
R-00420,WQ-003,2024-06-25,6.94,1.45,1.35,15.17,12.0,186.2
R-00421,WQ-003,2024-06-26,7.72,0.24,1.92,12.63,20.0,224.4
R-00422,WQ-003,2024-06-27,7.31,0.12,1.71,13.02,16.0,193.6
R-00423,WQ-003,2024-06-28,6.9,0.38,0.67,17.42,22.0,174.5
R-00424,WQ-003,2024-06-29,7.29,0.77,2.71,11.37,0.0,231.3
R-00425,WQ-003,2024-06-30,7.07,0.49,1.32,17.88,10.0,
R-00426,WQ-004,2024-01-01,7.57,0.03,1.81,6.91,1.0,206.5
R-00427,WQ-004,2024-01-02,7.88,0.35,1.01,0.36,,224.6
R-00428,WQ-004,2024-01-06,7.5,0.6,2.37,1.63,2.0,165.7
R-00429,WQ-004,2024-01-08,6.58,0.46,1.49,3.89,2.0,188.9
R-00430,WQ-004,2024-01-10,7.29,0.35,1.38,0.44,1.0,252.3
R-00431,WQ-004,2024-01-11,7.07,0.14,0.85,5.9,2.0,230.5
R-00432,WQ-004,2024-01-12,6.73,0.1,1.53,0.63,0.0,146.5
R-00433,WQ-004,2024-01-13,7.56,4.61,1.57,1.13,1.0,130.4
R-00434,WQ-004,2024-01-15,7.71,0.62,1.78,3.47,2.0,259.5
R-00435,WQ-004,2024-01-16,7.06,0.78,2.52,0.02,0.0,232.3
R-00436,WQ-004,2024-01-17,7.2,2.71,1.37,0.05,,153.1
R-00437,WQ-004,2024-01-19,7.1,1.22,1.56,3.74,2.0,120.9
R-00438,WQ-004,2024-01-20,7.22,,1.91,1.62,3.0,179.6
R-00439,WQ-004,2024-01-21,6.83,1.31,1.67,6.84,0.0,156.5
R-00440,WQ-004,2024-01-22,7.2,0.01,1.82,0.91,0.0,248.7
R-00441,WQ-004,2024-01-23,7.61,0.66,1.1,0.98,1.0,193.8
R-00442,WQ-004,2024-01-24,7.2,0.67,1.35,2.21,1.0,210.7
R-00443,WQ-004,2024-01-25,7.33,0.25,1.75,0.25,0.0,207.5
R-00444,WQ-004,2024-01-26,7.43,0.62,1.43,4.07,2.0,220.0
R-00445,WQ-004,2024-01-27,7.03,0.42,1.63,1.33,1.0,178.6
R-00446,WQ-004,2024-01-28,7.32,0.6,0.94,4.75,1.0,260.1
R-00447,WQ-004,2024-01-29,7.46,1.81,1.42,2.31,3.0,151.7
R-00448,WQ-004,2024-01-30,7.04,0.47,2.0,4.48,2.0,161.0
R-00449,WQ-004,2024-01-31,7.31,0.23,1.89,,1.0,140.0
R-00450,WQ-004,2024-02-01,7.41,0.06,1.24,2.26,2.0,233.0
R-00451,WQ-004,2024-02-02,6.99,0.29,2.06,1.23,3.0,204.0
R-00452,WQ-004,2024-02-04,7.43,0.07,0.9,0.69,2.0,182.7
R-00453,WQ-004,2024-02-05,,2.17,1.41,0.85,0.0,232.7
R-00454,WQ-004,2024-02-07,7.23,4.17,1.29,9.88,,210.9
R-00455,WQ-004,2024-02-09,6.97,0.14,1.3,0.67,2.0,221.8
R-00456,WQ-004,2024-02-10,7.11,1.07,1.6,0.11,1.0,198.8
R-00457,WQ-004,2024-02-13,7.04,0.41,1.86,0.76,1.0,168.6
R-00458,WQ-004,2024-02-14,7.11,,0.76,0.76,2.0,159.3
R-00459,WQ-004,2024-02-17,7.97,2.96,0.6,6.75,0.0,173.8
R-00460,WQ-004,2024-02-20,7.36,0.37,1.07,6.89,4.0,218.9
R-00461,WQ-004,2024-02-21,6.99,0.21,1.56,5.36,4.0,254.6
R-00462,WQ-004,2024-02-22,6.76,0.61,1.16,0.4,1.0,121.3
R-00463,WQ-004,2024-02-23,7.04,1.17,1.29,0.62,2.0,168.3
R-00464,WQ-004,2024-02-24,,0.49,1.43,4.53,2.0,79.7
R-00465,WQ-004,2024-02-25,7.41,1.53,1.25,1.32,1.0,165.1
R-00466,WQ-004,2024-02-26,6.91,0.19,2.3,0.08,1.0,257.0
R-00467,WQ-004,2024-02-27,7.19,0.31,1.76,2.91,1.0,247.9
R-00468,WQ-004,2024-02-28,7.03,1.71,0.45,0.01,3.0,135.5
R-00469,WQ-004,2024-02-29,7.24,0.28,1.67,0.27,3.0,270.4
R-00470,WQ-004,2024-03-01,6.84,1.1,1.7,0.08,0.0,230.9
R-00471,WQ-004,2024-03-02,7.13,2.11,1.44,1.73,2.0,187.4
R-00472,WQ-004,2024-03-03,7.4,0.61,1.23,3.28,0.0,160.9
R-00473,WQ-004,2024-03-04,7.59,2.57,1.58,3.15,1.0,171.1
R-00474,WQ-004,2024-03-05,7.2,0.47,1.3,1.19,1.0,236.5
R-00475,WQ-004,2024-03-06,7.18,1.68,0.92,1.5,4.0,108.0
R-00476,WQ-004,2024-03-07,6.26,0.9,1.32,1.84,0.0,216.9
R-00477,WQ-004,2024-03-08,6.8,0.68,1.51,2.03,,158.0
R-00478,WQ-004,2024-03-09,7.57,0.3,1.59,0.27,1.0,
R-00479,WQ-004,2024-03-10,7.23,0.24,1.68,0.14,0.0,224.3
R-00480,WQ-004,2024-03-13,7.1,0.94,1.84,0.26,1.0,207.6
R-00481,WQ-004,2024-03-15,7.8,0.14,1.32,1.33,2.0,216.4
R-00482,WQ-004,2024-03-17,7.49,1.12,1.38,1.92,2.0,126.9
R-00483,WQ-004,2024-03-18,7.43,1.05,0.8,1.06,1.0,253.6
R-00484,WQ-004,2024-03-20,7.5,1.11,1.48,9.58,2.0,153.9
R-00485,WQ-004,2024-03-21,7.25,0.38,1.8,1.39,1.0,167.9
R-00486,WQ-004,2024-03-24,8.05,0.12,1.1,5.44,0.0,202.4
R-00487,WQ-004,2024-03-25,6.85,0.76,1.51,1.67,2.0,180.0
R-00488,WQ-004,2024-03-26,6.98,0.47,1.52,0.83,1.0,169.8
R-00489,WQ-004,2024-03-27,6.66,0.04,1.61,2.21,3.0,219.7
R-00490,WQ-004,2024-03-28,7.07,,1.33,0.59,0.0,286.1
R-00491,WQ-004,2024-03-29,6.79,2.66,1.06,2.05,0.0,251.1
R-00492,WQ-004,2024-03-30,7.14,0.78,1.51,1.57,1.0,126.7
R-00493,WQ-004,2024-03-31,6.52,0.82,1.42,0.28,1.0,228.5
R-00494,WQ-004,2024-04-02,7.1,0.29,1.27,9.08,0.0,190.7
R-00495,WQ-004,2024-04-03,7.41,0.17,1.17,1.7,0.0,90.8
R-00496,WQ-004,2024-04-04,7.28,0.95,2.63,0.62,1.0,80.5
R-00497,WQ-004,2024-04-05,7.35,3.36,1.24,5.83,0.0,218.9
R-00498,WQ-004,2024-04-06,7.41,0.17,1.62,2.01,0.0,233.6
R-00499,WQ-004,2024-04-07,6.83,3.48,1.39,1.65,,167.5
R-00500,WQ-004,2024-04-08,7.12,0.26,1.63,0.58,0.0,233.3
R-00501,WQ-004,2024-04-10,6.76,0.47,2.25,0.59,3.0,346.4
R-00502,WQ-004,2024-04-11,6.9,0.43,0.61,0.21,1.0,174.1
R-00503,WQ-004,2024-04-12,7.15,0.21,1.59,0.66,0.0,168.2
R-00504,WQ-004,2024-04-13,7.26,0.1,0.54,0.62,1.0,269.6
R-00505,WQ-004,2024-04-14,7.41,0.37,1.41,,1.0,222.5
R-00506,WQ-004,2024-04-15,7.5,0.55,1.44,0.84,0.0,253.0
R-00507,WQ-004,2024-04-16,7.16,0.41,1.54,0.82,1.0,232.3
R-00508,WQ-004,2024-04-17,,0.32,1.77,3.63,8.0,208.3
R-00509,WQ-004,2024-04-18,7.15,0.56,1.29,1.64,2.0,261.4
R-00510,WQ-004,2024-04-19,6.73,0.55,1.7,3.11,1.0,241.7
R-00511,WQ-004,2024-04-20,7.41,0.97,1.29,5.83,1.0,177.7
R-00512,WQ-004,2024-04-21,7.82,0.87,1.64,,3.0,170.4
R-00513,WQ-004,2024-04-22,,1.0,1.02,4.97,2.0,150.1
R-00514,WQ-004,2024-04-23,7.69,0.06,1.67,,3.0,180.3
R-00515,WQ-004,2024-04-24,7.29,1.88,1.01,0.77,2.0,223.4
R-00516,WQ-004,2024-04-25,6.85,0.48,1.96,7.1,1.0,158.1
R-00517,WQ-004,2024-04-27,7.27,0.54,1.66,1.85,1.0,194.5
R-00518,WQ-004,2024-04-28,7.11,0.14,1.56,0.45,1.0,298.2
R-00519,WQ-004,2024-04-29,7.49,0.52,1.99,2.06,0.0,264.8
R-00520,WQ-004,2024-04-30,7.37,1.17,1.9,1.5,1.0,208.0
R-00521,WQ-004,2024-05-01,7.09,0.08,2.46,2.92,2.0,143.7
R-00522,WQ-004,2024-05-02,6.87,0.43,1.07,,,265.1
R-00523,WQ-004,2024-05-03,7.57,0.03,1.55,0.91,0.0,161.7
R-00524,WQ-004,2024-05-05,7.17,1.1,,5.43,1.0,156.4
R-00525,WQ-004,2024-05-07,7.02,0.74,1.59,0.36,2.0,182.8
R-00526,WQ-004,2024-05-08,6.64,0.11,0.89,2.76,0.0,177.3
R-00527,WQ-004,2024-05-09,7.55,0.27,2.1,0.95,,201.6
R-00528,WQ-004,2024-05-12,7.74,0.49,0.64,5.16,0.0,192.7
R-00529,WQ-004,2024-05-13,6.97,0.03,1.15,0.26,,164.1
R-00530,WQ-004,2024-05-14,7.1,0.09,0.91,1.45,0.0,181.2
R-00531,WQ-004,2024-05-15,7.54,2.31,1.44,0.82,1.0,132.8
R-00532,WQ-004,2024-05-17,7.08,0.46,1.48,,1.0,162.6
R-00533,WQ-004,2024-05-18,7.19,0.44,,1.06,0.0,185.1
R-00534,WQ-004,2024-05-19,7.09,0.34,2.42,2.12,1.0,293.4
R-00535,WQ-004,2024-05-20,7.05,0.4,1.72,0.76,1.0,200.6
R-00536,WQ-004,2024-05-21,6.84,1.73,0.93,0.63,2.0,219.7
R-00537,WQ-004,2024-05-23,7.01,0.0,1.52,0.56,2.0,288.4
R-00538,WQ-004,2024-05-25,6.88,0.15,1.71,1.82,1.0,232.1
R-00539,WQ-004,2024-05-26,7.43,0.14,1.61,0.96,0.0,270.8
R-00540,WQ-004,2024-05-28,7.43,0.89,1.39,0.08,,213.2
R-00541,WQ-004,2024-05-29,7.47,3.24,1.43,2.03,0.0,201.8
R-00542,WQ-004,2024-05-30,7.47,0.93,1.37,3.05,2.0,127.2
R-00543,WQ-004,2024-05-31,7.1,0.19,1.27,1.22,4.0,215.3
R-00544,WQ-004,2024-06-01,7.03,0.95,2.33,0.5,2.0,160.7
R-00545,WQ-004,2024-06-04,7.05,1.4,0.93,0.52,1.0,173.1
R-00546,WQ-004,2024-06-06,7.54,2.89,1.13,2.46,0.0,194.3
R-00547,WQ-004,2024-06-08,6.85,0.52,1.21,1.61,1.0,199.3
R-00548,WQ-004,2024-06-09,7.1,1.43,1.75,1.76,1.0,128.7
R-00549,WQ-004,2024-06-10,7.15,0.71,1.94,7.47,1.0,187.2
R-00550,WQ-004,2024-06-11,6.8,0.18,2.18,2.94,1.0,198.2
R-00551,WQ-004,2024-06-12,,0.27,0.99,1.98,0.0,135.5
R-00552,WQ-004,2024-06-13,7.48,2.83,2.09,0.13,1.0,148.4
R-00553,WQ-004,2024-06-14,7.35,0.31,1.41,0.58,1.0,228.6
R-00554,WQ-004,2024-06-15,6.94,0.38,1.3,2.31,1.0,192.5
R-00555,WQ-004,2024-06-16,7.44,0.03,1.14,0.2,0.0,178.0
R-00556,WQ-004,2024-06-17,7.02,0.38,1.96,0.68,1.0,141.0
R-00557,WQ-004,2024-06-18,6.95,0.15,1.31,2.86,0.0,96.4
R-00558,WQ-004,2024-06-19,7.5,0.08,1.39,1.6,1.0,237.7
R-00559,WQ-004,2024-06-20,7.23,0.97,1.14,3.15,1.0,223.6
R-00560,WQ-004,2024-06-21,6.97,1.96,0.99,3.93,0.0,289.3
R-00561,WQ-004,2024-06-22,6.83,0.76,2.07,2.38,,229.5
R-00562,WQ-004,2024-06-25,7.96,0.71,1.42,0.04,0.0,258.4
R-00563,WQ-004,2024-06-27,7.13,1.41,1.53,3.1,0.0,152.5
R-00564,WQ-004,2024-06-28,7.41,0.25,1.53,1.01,1.0,181.5
R-00565,WQ-004,2024-06-29,6.99,1.4,1.46,0.27,4.0,194.6
R-00566,WQ-005,2024-01-01,7.53,0.5,1.73,1.62,,225.8
R-00567,WQ-005,2024-01-02,7.25,0.18,1.96,0.76,0.0,167.4
R-00568,WQ-005,2024-01-03,7.21,0.47,1.71,0.24,0.0,263.3
R-00569,WQ-005,2024-01-04,6.67,0.58,2.2,0.37,2.0,177.6
R-00570,WQ-005,2024-01-05,7.4,2.56,1.87,2.44,1.0,234.4
R-00571,WQ-005,2024-01-06,6.77,0.0,1.41,0.55,1.0,154.3
R-00572,WQ-005,2024-01-07,,1.14,1.59,0.59,0.0,143.2
R-00573,WQ-005,2024-01-08,,0.05,0.98,3.97,5.0,184.3
R-00574,WQ-005,2024-01-09,6.72,0.16,1.75,3.91,0.0,290.5
R-00575,WQ-005,2024-01-10,6.82,2.51,2.11,0.8,5.0,186.1
R-00576,WQ-005,2024-01-11,7.35,0.2,1.32,0.38,3.0,
R-00577,WQ-005,2024-01-12,7.48,0.08,1.81,1.44,0.0,223.8
R-00578,WQ-005,2024-01-13,7.05,0.15,1.21,,0.0,111.2
R-00579,WQ-005,2024-01-14,7.36,1.0,1.07,2.33,1.0,196.0
R-00580,WQ-005,2024-01-15,,0.47,1.77,2.02,4.0,253.5
R-00581,WQ-005,2024-01-17,7.27,0.9,1.89,3.26,2.0,216.7
R-00582,WQ-005,2024-01-18,6.45,0.43,2.17,0.14,1.0,155.8
R-00583,WQ-005,2024-01-19,7.45,1.84,1.53,1.19,0.0,121.6
R-00584,WQ-005,2024-01-20,6.75,0.05,1.86,4.33,0.0,161.7
R-00585,WQ-005,2024-01-22,7.45,1.08,1.42,1.57,1.0,214.5
R-00586,WQ-005,2024-01-23,6.55,0.93,1.79,4.2,1.0,135.0
R-00587,WQ-005,2024-01-24,7.56,0.02,1.5,,0.0,178.9
R-00588,WQ-005,2024-01-27,7.41,0.75,1.97,1.11,0.0,218.6
R-00589,WQ-005,2024-01-28,7.09,0.21,0.98,1.75,1.0,284.6
R-00590,WQ-005,2024-01-29,6.5,0.65,2.21,0.39,0.0,225.1
R-00591,WQ-005,2024-01-30,7.33,0.61,1.2,0.31,0.0,175.8
R-00592,WQ-005,2024-01-31,7.34,0.45,1.0,0.02,1.0,241.8
R-00593,WQ-005,2024-02-02,6.96,0.56,1.15,2.73,1.0,207.6
R-00594,WQ-005,2024-02-03,7.11,0.94,1.5,0.75,2.0,251.5
R-00595,WQ-005,2024-02-04,6.95,1.09,1.28,0.58,1.0,209.3
R-00596,WQ-005,2024-02-05,7.19,0.04,1.9,0.32,0.0,376.5
R-00597,WQ-005,2024-02-08,6.88,0.54,1.24,0.04,2.0,247.3
R-00598,WQ-005,2024-02-09,7.22,0.24,0.66,5.9,0.0,267.0
R-00599,WQ-005,2024-02-10,7.44,0.51,2.26,1.37,2.0,212.9
R-00600,WQ-005,2024-02-11,7.01,0.57,1.47,2.88,0.0,146.3
R-00601,WQ-005,2024-02-12,7.12,0.41,1.37,3.74,1.0,265.0
R-00602,WQ-005,2024-02-13,7.49,0.06,1.35,2.1,1.0,235.1
R-00603,WQ-005,2024-02-15,8.0,,1.54,0.1,1.0,178.5
R-00604,WQ-005,2024-02-16,7.38,2.02,1.31,2.34,1.0,198.5
R-00605,WQ-005,2024-02-19,,0.84,0.72,0.86,4.0,219.6
R-00606,WQ-005,2024-02-20,6.95,0.7,1.3,0.77,2.0,196.9
R-00607,WQ-005,2024-02-23,7.44,0.06,0.79,5.74,1.0,202.6
R-00608,WQ-005,2024-02-25,7.22,1.2,1.38,0.18,1.0,220.2
R-00609,WQ-005,2024-02-26,7.1,0.72,1.63,1.8,0.0,131.8
R-00610,WQ-005,2024-02-27,7.04,0.3,0.59,3.98,4.0,160.9
R-00611,WQ-005,2024-02-28,6.63,0.31,1.81,,3.0,252.5
R-00612,WQ-005,2024-02-29,7.3,1.07,1.22,0.25,1.0,205.9
R-00613,WQ-005,2024-03-01,7.55,0.84,1.19,2.03,1.0,227.9
R-00614,WQ-005,2024-03-02,7.15,0.58,1.52,2.58,1.0,243.3
R-00615,WQ-005,2024-03-03,6.99,0.04,1.41,0.58,0.0,205.1
R-00616,WQ-005,2024-03-04,7.11,0.1,2.03,0.9,3.0,152.6
R-00617,WQ-005,2024-03-05,7.11,0.02,0.84,1.01,1.0,201.2
R-00618,WQ-005,2024-03-07,7.39,0.2,1.66,,1.0,226.4
R-00619,WQ-005,2024-03-08,7.38,0.37,0.44,2.7,2.0,239.4
R-00620,WQ-005,2024-03-09,7.48,0.41,1.02,0.15,1.0,299.4
R-00621,WQ-005,2024-03-10,7.61,0.31,1.64,2.52,0.0,162.1
R-00622,WQ-005,2024-03-11,7.07,0.32,2.47,8.54,4.0,171.3
R-00623,WQ-005,2024-03-13,7.67,2.41,1.8,0.56,2.0,112.8
R-00624,WQ-005,2024-03-14,7.25,0.18,1.51,2.65,1.0,228.2
R-00625,WQ-005,2024-03-15,6.81,0.11,1.49,5.4,1.0,148.0
R-00626,WQ-005,2024-03-17,7.71,0.25,1.1,3.87,0.0,153.4
R-00627,WQ-005,2024-03-18,,0.1,0.91,2.25,,248.4
R-00628,WQ-005,2024-03-21,7.48,1.07,1.53,1.69,4.0,210.8
R-00629,WQ-005,2024-03-22,7.32,1.92,2.04,5.69,0.0,183.8
R-00630,WQ-005,2024-03-23,7.18,0.61,1.69,5.24,1.0,186.0
R-00631,WQ-005,2024-03-24,6.97,0.02,2.05,0.21,1.0,145.6
R-00632,WQ-005,2024-03-25,7.57,0.18,1.44,2.01,0.0,196.7
R-00633,WQ-005,2024-03-26,7.34,0.93,0.28,2.01,2.0,197.9
R-00634,WQ-005,2024-03-27,7.17,1.02,1.0,1.56,0.0,151.1
R-00635,WQ-005,2024-03-28,7.55,0.41,1.66,0.5,1.0,289.2
R-00636,WQ-005,2024-03-29,7.88,0.25,1.98,1.41,2.0,199.1
R-00637,WQ-005,2024-03-30,6.93,0.65,2.07,0.21,2.0,272.5
R-00638,WQ-005,2024-04-01,6.82,9.64,1.92,2.38,2.0,172.2
R-00639,WQ-005,2024-04-02,7.65,11.25,1.65,3.88,0.0,245.1
R-00640,WQ-005,2024-04-03,7.29,13.7,0.98,0.67,1.0,182.7
R-00641,WQ-005,2024-04-04,7.38,6.37,1.89,0.71,0.0,188.2
R-00642,WQ-005,2024-04-07,7.55,13.54,1.49,1.34,0.0,187.6
R-00643,WQ-005,2024-04-08,6.67,0.14,1.96,0.23,1.0,239.1
R-00644,WQ-005,2024-04-09,7.37,11.24,1.45,0.67,3.0,261.9
R-00645,WQ-005,2024-04-10,7.01,15.54,0.96,0.09,5.0,151.7
R-00646,WQ-005,2024-04-11,7.31,17.19,1.84,2.3,0.0,195.2
R-00647,WQ-005,2024-04-12,7.13,2.0,1.62,3.38,6.0,182.0
R-00648,WQ-005,2024-04-13,7.39,13.48,1.39,1.39,0.0,161.3
R-00649,WQ-005,2024-04-14,6.88,9.6,1.43,1.25,0.0,232.5
R-00650,WQ-005,2024-04-15,7.05,10.36,0.55,0.78,1.0,233.5
R-00651,WQ-005,2024-04-17,7.27,1.49,0.91,2.01,2.0,97.5
R-00652,WQ-005,2024-04-18,7.38,15.95,1.48,5.85,2.0,269.5
R-00653,WQ-005,2024-04-19,6.52,11.95,1.75,1.94,3.0,265.7
R-00654,WQ-005,2024-04-20,7.31,13.47,0.81,0.29,4.0,174.4
R-00655,WQ-005,2024-04-21,7.19,14.0,0.56,0.55,1.0,259.5
R-00656,WQ-005,2024-04-22,7.32,9.97,1.57,0.42,1.0,191.3
R-00657,WQ-005,2024-04-23,7.01,11.85,1.63,0.67,0.0,181.2
R-00658,WQ-005,2024-04-24,6.81,7.38,1.66,0.35,0.0,205.4
R-00659,WQ-005,2024-04-25,7.41,10.92,1.11,1.22,2.0,145.1
R-00660,WQ-005,2024-04-26,7.48,7.47,1.28,1.2,1.0,156.3
R-00661,WQ-005,2024-04-27,7.27,,2.17,3.03,0.0,244.7
R-00662,WQ-005,2024-04-29,7.17,9.58,0.88,0.48,0.0,226.6
R-00663,WQ-005,2024-04-30,7.13,,1.42,2.76,,235.2
R-00664,WQ-005,2024-05-02,7.47,1.26,1.05,0.73,0.0,190.2
R-00665,WQ-005,2024-05-03,7.36,13.65,1.4,2.01,2.0,216.7
R-00666,WQ-005,2024-05-05,7.0,11.31,0.99,2.38,4.0,
R-00667,WQ-005,2024-05-06,7.24,10.11,1.8,2.07,1.0,206.5
R-00668,WQ-005,2024-05-08,7.38,9.13,1.29,3.0,5.0,235.2
R-00669,WQ-005,2024-05-09,7.9,14.46,2.54,2.95,2.0,113.8
R-00670,WQ-005,2024-05-10,6.93,12.32,1.98,1.4,2.0,112.2
